content,sentimen,aspek
"Pada saat aplikasinya error, pengguna langsung diblokir tanpa ada notifikasi ke email terkait aplikasi tersebut.",Negative,Autentikasi
Gajelas balik lg ke syarat&ketentuan.. padahal udh login.. Hp ram 8 masa iya ngaco? Ini mah aplikasinya yg down payah.. mending BNI Mobile Banking jauhhh,Negative,Autentikasi
"Aplikasinya error. Saya ngga bisa login karna halaman utama yang muncul itu halaman utama untuk daftar. Setiap mau login yang muncul syarat-syarat yang dipakai kalau mau daftar. Pas udah diikutin step pendaftarannya juga masih sama, muncul di situ lagi setiap mau login, tidak muncul halaman login seperti seharusnya. Tolong untuk segera diatasi.",Negative,Autentikasi
Verifikasii muka susah banget... Payaah...,Negative,Autentikasi
"Aplikasi ok mntap cuma kekurangan nya salah masukin sandi satu kali saja suruh pervikasi akun, sudah gitu nunggu OTP sudah 4-5 kali tidak ada kiriman otp nya juga. Anda sudah mencoba 5 kali kitim otp mohon datang kembali besok. Jadi bikin pusing. Tolong diperbaiki dan dipermudah untuk yang sudah punya akun.",Negative,Autentikasi
"Tdx sdh login, pas mw login balik aplikasi kembali k syarat & ketentuan, bgitu sterusx sampe sy uninstallðŸ˜ž",Negative,Autentikasi
"Aplikasi aneh, sdh login malah log out sendiri, aplikasi nggk jelas ini, mohon di perbaiki yaa..!!!",Negative,Autentikasi
udh daftar dan verif udh topup saldo eh besok nya suruh verif dan ke cabang bank terdekat hadeuh,Negative,Autentikasi
Sudah daftar pas masuk suruh daftar lagi applikasi aneh. Close sendiri pas buka lagi suruh ceklist persyaratan & verifikasi ktp & wajah lagi. Harusnya kalau udah daftar ada tombol login ga usah verivikasi lagi. Jauh sama applikasi BRImo punya BRI.,Negative,Autentikasi
mbanking terflop. minta verifikasi mulu. bye bni,Negative,Autentikasi
Aplikasi ny gak jelas Masa keluar masuk sendiri Setiap masuk harus login juga Fitur ngak mudah d pahami Gak sesuai kataÂ² d komentar Kata ny mudah Malah sebaliknya,Negative,Autentikasi
Sudah bisa daftar dan login. Tapi waktu keluar aplikasi. Masuk lagi mau login ke akun. Malah dialihkan ke daftar lagi. Programmer nya payah. Alahasil tidak bisa login. Karena dialihkan ke daftar terus.,Negative,Autentikasi
Susah verifikasi wajah,Negative,Autentikasi
"Gampang di akses, tp untuk daftar tapenas blm bisa",Positive,Autentikasi
Aplikasi ga jelassss dikit dikit LOGOUT!!!!! KALO GA BISA BIKIN APLIKASI BAGUS UDH LAH JUALAN GALON AJA LU,Negative,Autentikasi
"Perlu ditingkatkan, banyak bug, sdh 3 kali sy foto ktp depan toko berbeda. Aplikasi nya sering log out sendiri.",Negative,Autentikasi
"Ga ada e-statement nya, mesti ke mbanking BNI dulu buat download daftar mutasi",Negative,Autentikasi
"Sejauh ini aplikasinya ok banget ya. Tampilannya modern dan responsif. Untuk ngecek saldo dan mutasi akun juga akurat, fitur fiturnya juga ok dan lengkap",Positive,Autentikasi
"Saya kasi bintang 3 dulu di karenakan punya saya tidak bisa di masukan kode otp nya, sudah di masukan masih tidak bisa, mohon bantuannya",Negative,Autentikasi
"Baru install, kemudian daftar, beres, berhasil. Logout aplikasi. Mau coba login lagi lah kok ga bisa malah ke halaman persetujuan penggunaan aplikasi lagi pas daftar. Dicentangin notif sesi sudah selesai dan diinstruksikan login tp aplikasi ga ke halaman login tetap ke halaman pendaftaran. Bagaimana ini? Mobile banking ga bisa kepakai, wondr juga ga bisa. Ribet.",Negative,Autentikasi
"Aplikasi cacat.. kalau keluar masuk lagi, suruh verifikasi ktp lagi,, cacat cacat",Negative,Autentikasi
"Ini aplikasi keren banget sih,bisa lengkap banget fitur nya,dari mulai ngatur keuangan,pesan tiket buat liburan ,sampai investasi juga bisa, daftar juga mudah",Positive,Autentikasi
Bahaya ini. Gw isi pulsa lewat wonder gagal. Tp s aldo gww kaga balik. Sampe sekarang Zonk. Udah kirim @mail gk ada jawaban OTW DELET WONDER,Negative,Autentikasi
"Verifikasi wajahnya sangat sulit, diulang2 terus masih aja gabisa juga. Udah berhari-hari coba tetep susah",Negative,Autentikasi
Bug di halaman awal bagian syarat dan ketentuan penggunaan terulang ulang hingga tidak bisa login,Negative,Autentikasi
Aplikasi jelek..selalu bug selalu minta verifikasi kalo mau masuk... Ga work it lebih bagus lewat aplikasi BNI mobile..ga bisa simple kaya BNI mobile..,Negative,Autentikasi
"ngestuck di loading screen gabisa login,percuma bikin aplikasi kalo ga bener",Negative,Autentikasi
Jangn berikn batas verivikasi pada muka mengganggu Banget saya nggak nyaman dengn verivikasi wajah yang di batasi tolong jangn di batasi mohon di baca,Negative,Autentikasi
Apakah aplikasi ini rusak? Knp tidak bisa login hanya ngestak di gambar wonder saja,Negative,Autentikasi
"Sering gagal verifikasi wajah, ngga jadi makai",Negative,Autentikasi
Selalu ngulang dari awal terus verifikasi input data diri dll kalo mau login. Mending aplikasi BNI yg lama,Negative,Autentikasi
"Masa tiap mau gunakan aplikasi, daftar terus? Konfirm KTP dan wajah?",Negative,Autentikasi
"muncul syarat dan ketentuan terus, padahal udh dicentang. malah muncul sesi login hbis terus.",Negative,Autentikasi
Tolong aplikasi ny diperbaiki masih ada bug sudah daftar kok..masih disuruh daftar lagi..kalau aplikasi blum 100% bagus jangan digunakan dulu..tolong diperbaiki ini mau transfer uang jadi gak bisa,Negative,Autentikasi
"Ribet bikin pening, intinya jelek aplikasi yg terbaru burik privikasih wajah gagal trus",Negative,Autentikasi
"Kok gini sih aplikasinya kenapa susah login malah kaya ke awal lagi,mendingan bni mbanking kalo gtu",Negative,Autentikasi
Kenapa tidak bisa kirim ulang kode pin di gmail,Negative,Autentikasi
"Kasi bintang 2 dulu ya... Tolong di perbaiki aplikasinya min... Kode OTP utk verifikasi email, semoga terus di perbaiki.... Lebih baik pakai BNI mobile banking dulu, Sudah terima kode OTP melalui email setelah input dengan benar malah ada notif ""kamu terlalu banyak masukin kode verifikasi yg salah"" padahal sudah benar, sudah di ulang dengan benar masih jg ada notif yg sama... Tqvm",Negative,Autentikasi
"Sy cuma mau bayar tagihan listrik, biasanya bisa langsung lewat bni mobile, sekarang disuruh pake wonder, sy download lah, ternyata harus daftar juga pake ktp dan foto wajah, ini maksudnya apa, kok kaya aplikasi pinjol, ga mau sy. Aneh2 aja bikin aplikasi.",Positive,Autentikasi
"Mau login, sesion anda telah berakhir terus ga bisa masuk, mending pakai BNI yg biasa klo gini",Negative,Autentikasi
"susah daftarnya, verifikasi wajah ga berhasil berhasil",Negative,Autentikasi
Ini gmna saya harus verif ulang udah saya turutin dari mulai foto wajah tp tetep gabisa mulu gmna itu tlg kerja sama nya dana saya gabisa di ambil sampe skrng,Negative,Autentikasi
"Sudah dicoba dwnload tp saat coba login daftar foto ktp foto diri saat di proses, loadingnya lamaaaaa banget, kalau mau masuk harus login ulang terus, capek mending bayar listrik dll lewat online yg lain atau indomart aja lah..",Negative,Autentikasi
Vermuk nya susah amat ya sudah 3 hari vermuk nya gagal terus padahal siang hari di luar ngga gelap,Negative,Autentikasi
"RIBET BANGET SUMPAH APK SAMPAH SETIAP MO LOGIN SELALU AJA VERIF VERIF VERIF MULU SETIAP HABIS UPDATE, GAK KEK MBANKING MANDIRI MANDIRI MO UPDATE MT BERTAHUB2 GA PERNAH KE LOGOUT",Negative,Autentikasi
Bug mau login,Negative,Autentikasi
"Saya sdh membuat kartu debit tapi mengapa saat verifikasi email memasukan kode nya selalu salah , padahal kode otp nya benar saja sesuai email yg tertera.",Negative,Autentikasi
Setiap mau login harus isi syarat dan ketentuan kemudian sesi sudah anda sudah berakhir begitu terus sehingga nggak bisa login..aplikasi yg lama mantap,Negative,Autentikasi
Layanan bantuan ga ada di email jwbnya boot...tranfer gagal namun tidak kembali saldonya wonder makin buruk.... Lebih baik pake aplikasi lama yg bni....,Negative,Autentikasi
"Aplikasi gak beres.....dah berulangkali aplikasinya q pasang,q copot,pasang lagi copot lagi berulangkali,,,gara2 selalu gagal di pengenlan wajah.bikin jengkel aja.kenapa BNI bikin aplikasi kayak ginian......aplikasi sampaah.sampai hari ini tetep gak bisa aktivasi hanya Krn verifikasi wajah.macam pinjol aja pake beginian.gak usah di download.....",Negative,Autentikasi
"Aplikasi gembel udah instal ulang malah suruh daftar lagi mana gagal gabisa bisa. Ga ada menu login pas instal ulang, nyusahin aja . Cs juga bodoh cek saldo aja ga bisa trus buat apa ada cs kalo harus TLP buang buang pulsa aja. Nyusahin segera pindahin uang kalian ges",Negative,Autentikasi
Aplikasinya kurang bagus foto wajah gagal aja,Negative,Autentikasi
"Aplikasi ribet, mau masuk saja susah harus poto ktp poto wajah nengok sana nengok sini",Negative,Autentikasi
Menyusahkan nasabah Sy log in gagal trus Soalnya yg mengedipkan mata selalu gagal Sudah mencoba berulang kali bahkan dibantu petugas bni ttp slalu gagal Buat aplikasi tuh yg memudah kan nasabah jgn menyusahkan!!!,Negative,Autentikasi
Login susah minta ampun. Bukan nya bikin tambah mudah malah tambah susah ðŸ‘ŽðŸ»ðŸ‘ŽðŸ»ðŸ‘ŽðŸ»,Negative,Autentikasi
"Susah, mo bikin m-banking aja pake verifikasi wajah segala, foto KTP dibandingin Sama muka sekarang, ya bedalah, wajah sekarang udah bengkak, Gagal Mulu jadinya, ngeselin!",Negative,Autentikasi
"Tidak bisa biometrik, sudah berkali-kali mencoba mendaftarkan login biometrik, tapi setelah sidik jadi didaftarkan, stag di halaman syarat dan ketentuan dan tombol setuju hanya berkedip jika ditombol. Jika keluar data sidik jari tidak tersimpan, selalu demikian jika diulang.",Negative,Autentikasi
Bagus. cuman habis di upgret fersi baru. Kacau. Sekarang ngga bisa login,Negative,Autentikasi
Login sangat payah tixah bisa cepeat seeingnya malah gagal login..tlg dj perbaiki dong..masih sangat bagus mobile BNI sebelumnya..,Negative,Autentikasi
"setelah update tdk bs log in, disuruh matikan aksesibilitas sebelumÂ²nya log in lancar",Negative,Autentikasi
Gajelqs udh kelar dftr tp balikbalik mulu ke tampilan awal pdhl dah isi pswd dll tinggal login aps.,Negative,Autentikasi
"Aplikasi bodoh, berulang kali verifikasi ttp gagal",Negative,Autentikasi
Sistem jelekkkkkkk udah verifikasi lama kli nunggu nya malah sistemnya lemahhh sampahhhhhhh,Negative,Autentikasi
"Sumpah bikin kesel tiba-tiba password gak bisa masuk dan harus bikin password baru dan sa'at verifikasi wajah berkali-kali gak bisa bisa, asli kesel sumpah",Negative,Autentikasi
Verifikasi Wajah tolong sistemnya diperbaiki,Negative,Autentikasi
verivikasi data terlalu loading banget sistemnyaa,Negative,Autentikasi
"Slow respon, susah dalam verifikasi email",Negative,Autentikasi
"aplikasinya menguji kesabaran banget ya. setiap buka wondr,balik ke syarat dan ketentuan.ga bisa login. udah 3 hari dan 3 x bolak balil instal uninstall sama aja. katanya lebih mudah ini jadi memeprsulit banget ya.tolong la aplikasi nya dibenerin dulu .pakai yg internet banking lama ga bisa transaksi. aplikasi ini ga bisa dipakai .mengecewakan sekali sih ini.",Negative,Autentikasi
"ini gimana ya, sehabis update jadi gabisa login, dibagian persayaratan tertulis sesi habis",Negative,Autentikasi
"Kenapa saat saya mencoba verifikasi wajah gagal terus, bahkan saya sudah mencoba di depan CSnya langsung di salah satu cabang BNI dari dua hari yang lalu, hingga hari ini saya tidak bisa mencoba untuk verifikasi wajah lagi, tapi tidak bisa disuruh tunggu sehari baru bisa coba ulang.. dari kemarin saya tidak bisa mencoba verifikasi wajah lagi, tolong bantuannya developerðŸ™ðŸ»",Negative,Autentikasi
"Saya mau registrasi, kode OTP email sudah berapa kali ngak masuk-masuk, padahal email sudah benar sampai sekarang tidak menerima kode OTP",Negative,Autentikasi
"Kenapa setiap mau login susah banget, kita mau transaksi apapun jd susah.Tolong diperbaiki.",Negative,Autentikasi
Apk babi anj ga bisa log LG harus ngis data data ulang koccol,Negative,Autentikasi
"Bermacam bug terjadi, terahir penggunaan aplikasi ini karena terkena Bug pada laman syarat dan ketentuan. sudah dicentang, dan dilanjutkan, malah muncul notif sesi login habis, harap login kembali, dan berulang. Bukannya makin efisien, malah memperibet. Sinyal dipastikan 5G, Hapus Cache? Hapus data? Login ulang? Install ulang? Sudah Semua, dan Bug tetap konsisten pada tempatnya. Hebat, Selamat!",Negative,Autentikasi
"Ribet . verifikasi wajah gagal2 terus , suruh ulangi. Besoknya lg, pas di ulangi belum juga verifikasi kok muncul tulisan katanya terlalu banyak melakukan verifikasi, suruh besok lagi padahal blum jg verifikasi katanya udh bnyk melakukan verifikasi...anehh",Negative,Autentikasi
"Suasah banget mau login aja. Tampilan diawal selalu syarat dan ketentuan, terus muncul notif sesi telah berakhir. Saya edit lagi ulasannya. Karena saya udh uninstall, terus download lagi, kendala masih sama. Gak berguna aplikasinya, sampe login aja ga bisa.",Negative,Autentikasi
Aplikasi harus diperbaiki lagi. Saya sangat kesal terhadap aplikasi ini. Saat buka aplikasi selalu muncul sesi login telah habis dan tidak bisa membuka aplikasi. Kecewa.,Negative,Autentikasi
Mau login banyak bug keluar aplikasi,Negative,Autentikasi
"Baru download karena disarankan cs bank, pada saat awal log in itu aman. Namun satu jam kemudian saat saya ingin pakai entah kenapa masuk ke syarat dan ketentuan lagi, saya sudah centang setuju semua lalu muncul tulisan sesi telah berakhir harap log in kembali. Tapi untuk log in saja tidak bisa dikarenakan untuk menu syarat dan ketentuan otomatis muncul kembali saat membuka aplikasi, sudah hapus data tetap tidak bisa, sudah install ulang tetap tidak bisa terjadi hal yg sama. Sangat tidak bagus.",Negative,Autentikasi
"Bener2 tidak bisa digunakan, setiap mau login diminta untuk masukkan data berulang kali sampai dibilang terlalu banyak memasukkan data hari ini dan diminta masukan besok padahal hari ini sangat dibutuhkan untuk transaksi ðŸ¥ºðŸ¥¹",Negative,Autentikasi
Masuk ke aplikasi selalu login jadi aman & TF gk pake ke ATM lagi ðŸ‘,Positive,Autentikasi
"Ini gmna dong min masa pas loginn ktp ga bisa yg ada cumann tulisan ada kendala emng kendala gmn ya min mksdnya padahal pas scen ktp udh pas tpi malah ga bisa masuk toloong di jawab min sudah 5h saya begitu teruss mohonnn bantuanya Baik kak kendalanya begini jadi saya tdi pagi mau login ke apknya namun pas login menggunakan ktp tidak dapat diproses yang ada cumna peringatan ""ADA SEDIKIT KENDALA"" TIM KAMI LAGI PERBAIKI Nah klo boleh tau itu kenapa ya min klo boleh tau",Negative,Autentikasi
"Susah banget saat verifikasi wajah sudah buka mulut kayak dokter sudah kedipkan mata sudah lurus kan wajah tetap aja gagal dan mengulang nya nunggu besok,, capee dehhh....",Negative,Autentikasi
Mengapa susah sekali bahkan berkali kali gagal terua mendaftar ke wondr by bni. Sudah berjalan verifikasi wajah lalu masuk ke alamat cabamg terdekat justru minta KATA kunci tapi selalu gagal. Yg mau di isi kolom KATA KUNCI nya kita gak ada tau,Negative,Autentikasi
Parah sekali..dari semua bank cuma aplikasi ini yang susah sekali daftar online..lanjutkan aplikasimu yang parah ini,Negative,Autentikasi
"Apk bagus untuk keamanan akun cukup bagus, dan juga simple",Positive,Autentikasi
Nyesel banget sumpah. Verivikasi nya ribet banget. Udah harus kedipÂ² segala masih aja gagal verifikasi ðŸ¤¦â€â™‚ï¸,Negative,Autentikasi
Aplikasi ribet privikasi wajah segala kaya pinjol,Negative,Autentikasi
"Aplikasi banyak bug, buat login aja susah",Negative,Autentikasi
"Tidak bisa login, gimana pakai ny sih ni. Tiap mau login, selalu sesi habis, abis itu balik lagi ke persetujuan syarat dan ketentuan, begitu terus, tidak pernah bisa login.",Negative,Autentikasi
tiba2 keluar sendiri mau daftar lgi foto nya susah udh di ulang 2 tetep nga bisaa suruh nunggu besok lgi waduh gmna ini aplikasi,Negative,Autentikasi
"Sangat merepotkan, sudah berulang-ulang kali berhari-hari verifikasi wajah gagal terus padahal sudah pake wajah asli tanpa fake tanpa editan. Bikin aplikasi sungguh sangat merepotkan. Sudah di coba lagi sudah sesuai tapi tetap gagal",Negative,Autentikasi
"Mau login tapi ga bisa, tulisannya sesi telah berakhir",Negative,Autentikasi
"Ini setiap mau login harus verifikasi wajah, memasukan password dan pin, scan KTP, sama nomor kartu atm kah? jujur ribet bngtðŸ˜­ðŸ˜­",Negative,Autentikasi
Gak jelas nih aplikasi. Verifikasi wajah gagal trus..,Negative,Autentikasi
"Ini kenapa lagi ini? Udah 3 Hari mau login ga bisa ""tim sedang perbaikan"" Muncul mulu",Negative,Autentikasi
"ga bisa login pake biometrik, entah apa salah sayah udah di coba beXX tetep ga bisa...ya sudah lah....",Negative,Autentikasi
"Susah sekali untuk verifikasi, kembalikan ke mobile banking sblm nasabah pindah ke yg lain. Atau perbaiki sistem ny agar memudahkan dlm bertransaksi dan verifikasi.",Positive,Autentikasi
"Cakep bener ini aplikasi sumpah, untuk pertama kali daftar sangat mudah, menggunakan nomor handphone apapun bisa, tidak perlu menggunakan nomor handphone yang sudah terdaftar di internet banking BNI, kekurangan kekurangannya cuman satu, aplikasi ini belum ada fitur tarik dan setor tunai tolong dong diperbaiki lagi.,",Positive,Autentikasi
